source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_distance
4267549637852233472,286.16405436005823,1.3074638707152346,,,19.169483,,,"SZ Aql",286.1642332964619,1.3061544494332,0.421,0.285,-2.512,7.0,0.0013328177050413153
5351161399793209984,161.1361601636056,-57.56535723495042,0.5534810727489844,0.016717449,7.337772,8.046384,6.535224,"VY Car",161.1362117205796,-57.5653683388606,0.5121,-6.213,2.486,-1.2,6.719624209477949E-8
4258436301367796480,280.4849249780467,-4.110663124340025,0.48159338437240234,0.023749035,8.713349,9.898445,7.6229463,"RU Sct",280.4849239620477,-4.1106597445629,0.4307,0.232,-0.747,-4.9,6.234978202686228E-8
4041690364475611520,267.71884747097727,-33.70581283177725,0.499176906863062,0.04489906,11.047987,,,"RY Sco",267.7181059297811,-33.7056696297873,0.7975,0.998,-1.48,-18.3,6.275053389455149E-4
4041690364529590144,267.7181112584579,-33.705676248707995,0.72793709911494,0.032087274,7.4897914,8.513703,6.4691715,"RY Sco",267.7181059297811,-33.7056696297873,0.7975,0.998,-1.48,-18.3,4.122575053850272E-8
5523162573544337408,129.25540006750467,-44.114653602903005,0.6519868594191308,0.016741946,6.850103,7.60386,6.0226483,"RZ Vel",129.2554288906621,-44.1146790081687,0.5467,-4.664,5.696,24.9,9.642469738579768E-8
4094784475312269952,274.2501043950438,-19.075267825017274,,,18.58156,,,"WZ Sgr",274.2488162146852,-19.075830310988,0.5131,1.145,-0.245,-18.1,0.001336945202079055
4094784475310672128,274.24882157138273,-19.07583147548117,0.5742031493221923,0.027733965,7.682094,8.565777,6.786537,"WZ Sgr",274.2488162146852,-19.075830310988,0.5131,1.145,-0.245,-18.1,8.00628741516908E-8
5338182833266967680,163.82797577819846,-60.93997649536917,0.27053058848420364,0.018355928,8.997776,9.702198,8.172882,"WZ Car",163.8280302258785,-60.9399864468317,0.2836,-5.944,2.23,-15.1,4.959633681869919E-8
5329352998951582976,130.91118029354817,-47.40309012410012,0.40402247453870505,0.018353475,7.7874327,8.536652,6.9291906,"SW Vel",130.9112100056429,-47.403110214191,0.2582,-4.526,4.5,22.7,9.02465138348674E-8
3324535073449061504,96.30416910585141,7.085697273129393,0.7140659550466487,0.051743206,6.124317,6.798715,5.2864857,"T Mon",96.3041656511753,7.0857114416022,0.533,0.769,-3.194,30.7,2.9048870909572095E-8
5355057622305532416,155.16935761699963,-55.32143303829184,0.40665462004132513,0.031606693,13.604198,,,"RY Vel",155.1709656781108,-55.321398867851,0.61,-6.902,4.174,-10.4,8.858370003118709E-4
5355057622307185280,155.17091157354764,-55.32138032786641,0.36486582554374225,0.020607976,7.8796782,8.770825,6.983576,"RY Vel",155.1709656781108,-55.321398867851,0.61,-6.902,4.174,-10.4,1.0903099969243062E-7
5597379741549105280,119.59202293226323,-29.130082219324443,0.2750966729085618,0.022583578,8.315241,9.253232,7.3696194,"AQ Pup",119.5920363211334,-29.130093146091,0.29,-2.627,2.443,56.9,7.178991148050853E-8
5864135319959353600,204.15365781402897,-64.55831585329346,0.22722925593826832,0.018277874,9.240802,10.297581,8.212314,"KN Cen",204.1537272713204,-64.5583100953996,0.1895,-6.7,-1.295,-36.5,6.057657746226003E-8
5250032958818831360,146.31159319122628,-62.50786736246062,1.9841691082382484,0.11012618,3.4711742,4.179304,2.6760826,"l Car",146.31171343583335,-62.50790330388889,2.09,-12.88,8.19,2.5,1.7958528000617736E-6
5338359442320395904,164.45072523344564,-59.7321792034435,0.5530473206963148,0.022607977,6.1576805,6.8091774,5.3387804,"U Car",164.4507778743369,-59.7321889310088,0.479,-5.965,2.368,2.1,7.971970873056689E-7
5546476927338700416,123.26754647232933,-34.57851289631536,0.5692976604408282,0.017171014,6.638235,7.594005,5.740647,"RS Pup",123.2675654741407,-34.5785255102954,0.5844,-3.522,2.824,24.6,6.340319673085594E-8
2027951173435143680,297.8787641285739,27.46020619100544,0.37293243943358745,0.021149056,6.809188,7.7906747,5.8919535,"SV Vul",297.8787748367191,27.4602321237929,0.3729,-2.139,-5.82,-2.0,6.630840642133469E-8
2027971514401523456,297.09917637973905,27.28648093789545,0.2051410995918394,0.0201555,8.151961,9.310813,7.080046,"S Vul",297.0991933718685,27.2865073526495,0.305,-3.401,-5.923,0.0,9.142096066053883E-8
2027971514401677952,297.09787738384483,27.287077048015522,0.7195151077372316,0.53578395,18.833246,,,"S Vul",297.0991933718685,27.2865073526495,0.305,-3.401,-5.923,0.0,0.0012992136118737656
2027971514407755136,297.09772832646354,27.286152021584968,,,17.961699,16.468306,14.879972,"S Vul",297.0991933718685,27.2865073526495,0.305,-3.401,-5.923,0.0,0.0013283001525207028
1825211056159949440,293.80677127847923,19.202388023896866,0.29577968952401557,0.022365743,8.8266,10.446804,7.660206,"GY Sge",293.8067782966725,19.2024072699351,0.2361,-1.488,-4.32,10.74,4.8234355638846236E-8
1825211056161677696,293.80553064725245,19.20239074432144,,,20.009983,,,"GY Sge",293.8067782966725,19.2024072699351,0.2361,-1.488,-4.32,10.74,0.0011716232376877975
1870258975238302208,310.85076233271076,35.58777650648951,0.8842386287181716,0.01992764,6.199011,6.8105884,5.4422164,"X Cyg",310.8507994428975,35.5877988145533,0.8983,-6.797,-5.001,8.1,8.673158773122293E-8
5981406000285592064,241.23063603698245,-51.95478081462246,0.20568492414431597,0.22943537,18.558064,18.40515,16.08273,"TW Nor",241.2301111193874,-51.9535146576723,0.3505,-2.194,-2.835,-56.1,0.0012970978549756342
5981406000300438016,241.23009532876074,-51.953527284315,0.31752188454336144,0.020346707,10.565082,12.008674,9.417015,"TW Nor",241.2301111193874,-51.9535146576723,0.3505,-2.194,-2.835,-56.1,3.292226760953427E-8
5981406000300753024,241.22873966203522,-51.95429672528314,,,20.76133,,,"TW Nor",241.2301111193874,-51.9535146576723,0.3505,-2.194,-2.835,-56.1,0.001135822601385487
5981406034663065216,241.23166721935425,-51.95281877698287,,,20.029423,19.011148,16.445028,"TW Nor",241.2301111193874,-51.9535146576723,0.3505,-2.194,-2.835,-56.1,0.0012002029132781615
428620663657823232,7.494096112031733,60.21195729734145,0.5528382649246363,0.027383637,8.57736,9.289058,7.7249417,"DL Cas",7.4941192083558,60.2119638021514,0.4222,-2.569,-1.47,-36.8,6.312200384824199E-8
4155020562682450944,278.3979420791975,-10.426802149681617,0.17907452663394247,0.34440663,18.645697,19.390491,16.366388,"V367 Sct",278.3968138310312,-10.4272583494121,0.4203,0.066,-0.02,-9.56,0.0011994987250085346
4155020566971108224,278.39681413302407,-10.427258506027131,0.42466090021446523,0.020407949,10.545422,11.871459,9.413391,"V367 Sct",278.3968138310312,-10.4272583494121,0.4203,0.066,-0.02,-9.56,6.782562386814573E-8
2011892320749270912,359.5379122144546,61.21362499394714,0.30743687174558065,0.015254483,10.627702,11.169715,9.654716,"V* CE Cas A",359.5393595776083,61.213703334293335,0.2876,-3.262,-1.591,-79.55,6.861834595283992E-4
2011892325047232256,359.53932937967767,61.21369618607262,0.30593915737733773,0.015415705,10.531953,11.083865,9.5980835,"V* CE Cas A",359.5393595776083,61.213703334293335,0.2876,-3.262,-1.591,-79.55,8.870288319098004E-8
2011892320749270912,359.5379122144546,61.21362499394714,0.30743687174558065,0.015254483,10.627702,11.169715,9.654716,"V* CE Cas B",359.5379417191804,61.21363341481222,0.233,-3.184,-1.888,0.0,6.407566308133404E-8
2011892325037331840,359.5371176541841,61.214774368061704,-0.656202641348263,0.6347193,19.082478,18.250229,16.363815,"V* CE Cas B",359.5379417191804,61.21363341481222,0.233,-3.184,-1.888,0.0,0.0012113736509681717
2011892325047232256,359.53932937967767,61.21369618607262,0.30593915737733773,0.015415705,10.531953,11.083865,9.5980835,"V* CE Cas B",359.5379417191804,61.21363341481222,0.233,-3.184,-1.888,0.0,6.860723077937967E-4
2011892703004353792,359.5748703666508,61.22105373310318,0.28895816563447807,0.012443939,10.724333,11.468504,9.874154,"CF Cas",359.5748988776626,61.2210615859875,0.2871,-3.074,-1.754,-77.8,8.582562459669865E-8
2011892703007291136,359.5754495700405,61.22030684573171,0.7933575909183711,0.04886515,16.079954,15.780107,14.45414,"CF Cas",359.5748988776626,61.2210615859875,0.2871,-3.074,-1.754,-77.8,7.972754603373548E-4
